sweep_param,sweep_value,decay_factor,large_uncertainty,success_radius,env_obs_noise,env_odom_noise,occlusion_mode,p_visible,mean_streak_len,bearing0_deg,range0,dt,min_sigma_visible,min_odom_noise,found_viable,mean_err_visible,mean_err_occluded,calibration_nll,coverage_1sigma,coverage_2sigma,coverage_deviation,mean_final_dist,advance_rate,mean_steps_to_advance,false_advance_rate,n_episodes
env_odom_noise,0.07105263157894737,0.95,1000.0,0.5,0.1,0.07105263157894737,markov,0.5,6.0,60.0,10.0,0.5,0.02258863577297737,0.00010000000000000009,True,0.12448462032293406,0.8478797298821343,-1.4302165662582478,0.7020033388981636,0.9081803005008348,0.06562303839732886,0.4949240654706955,0.7,24.642857142857142,0.0,20.0
env_odom_noise,0.07894736842105263,0.95,1000.0,0.5,0.1,0.07894736842105263,markov,0.5,6.0,60.0,10.0,0.5,0.02258863577297737,0.00010000000000000009,True,0.12448462003860929,0.8750335681335011,-1.0800387491901224,0.6925,0.8925,0.07180000000000009,0.4977835565805435,0.7,24.714285714285715,0.0,20.0
env_odom_noise,0.0868421052631579,0.95,1000.0,0.5,0.1,0.0868421052631579,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.003806358250624933,True,0.1240050747334058,0.9002368216199582,-1.285448642108839,0.6162207357859532,0.8787625418060201,0.14221672240802674,0.4861567847430706,0.75,25.533333333333335,0.0,20.0
env_odom_noise,0.09473684210526316,0.95,1000.0,0.5,0.1,0.09473684210526316,markov,0.5,6.0,60.0,10.0,0.5,0.004801202261272809,0.01631975090784437,True,0.12383276423990679,0.9148302892350267,-1.670295034803568,0.6118421052631579,0.8865131578947368,0.1388447368421053,0.5392061680555343,0.7,25.285714285714285,0.0,20.0
env_odom_noise,0.10263157894736842,0.95,1000.0,0.5,0.1,0.10263157894736842,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.00788154924594252,True,0.12406059363584321,0.9550744673757757,-1.333420780011062,0.6341059602649006,0.8990066225165563,0.10408741721854309,0.5572864577174187,0.7,25.0,0.0,20.0
env_odom_noise,0.1105263157894737,0.95,1000.0,0.5,0.1,0.1105263157894737,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.00788154924594252,True,0.12406059397344726,0.9847039547303456,-1.1001499239569248,0.6208609271523179,0.8899006622516556,0.12643841059602645,0.5666106835007667,0.7,25.0,0.0,20.0
env_odom_noise,0.11842105263157895,0.95,1000.0,0.5,0.1,0.11842105263157895,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
env_odom_noise,0.12631578947368421,0.95,1000.0,0.5,0.1,0.12631578947368421,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
env_odom_noise,0.13421052631578947,0.95,1000.0,0.5,0.1,0.13421052631578947,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
env_odom_noise,0.14210526315789473,0.95,1000.0,0.5,0.1,0.14210526315789473,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
env_odom_noise,0.15,0.95,1000.0,0.5,0.1,0.15,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
