sweep_param,sweep_value,sigma_visible,odom_noise,mean_err_visible,mean_err_occluded,calibration_nll,coverage_1sigma,coverage_2sigma,coverage_deviation,mean_final_dist,advance_rate,mean_steps_to_advance,false_advance_rate,n_episodes,viable
baseline,,0.010000000000000004,0.010000000000000004,0.12303364232211217,0.6695175744360601,-2.502704235575296,0.7688172043010753,0.9673835125448028,0.09900071684587808,0.4475416673719883,0.86,24.930232558139537,0.0,50.0,True
baseline,,0.010000000000000004,0.010285700594374024,0.12303364280334986,0.6688433309213234,-2.49897228356614,0.7722063037249284,0.9681232091690545,0.10312951289398287,0.4481895215809345,0.86,24.953488372093023,0.0,50.0,True
baseline,,0.010000000000000004,0.01057956367171062,0.1230336440179871,0.6688657302432988,-2.4952344945781166,0.7736389684813754,0.9684813753581661,0.10492034383954152,0.4529341837763786,0.86,24.953488372093023,0.0,50.0,True
baseline,,0.010000000000000004,0.010881822434633169,0.12294766756922125,0.6688886867218371,-2.492725486616556,0.774874731567645,0.968503937007874,0.10617866857551894,0.45487463265657424,0.86,24.976744186046513,0.0,50.0,True
baseline,,0.010000000000000004,0.011192716748377901,0.12294766696057871,0.6681305145231845,-2.4880847767130487,0.7782546494992847,0.9685264663805436,0.10958111587982833,0.4562326431274414,0.86,25.0,0.0,50.0,True
baseline,,0.010000000000000004,0.011512493331145061,0.12294766681996029,0.6681547079257275,-2.4839050696683107,0.7800429184549357,0.9685264663805436,0.11136938483547931,0.46124320566654203,0.86,25.0,0.0,50.0,True
baseline,,0.010000000000000004,0.01184140594988858,0.12294766693672732,0.6681792031032446,-2.4795845569460417,0.7814735336194564,0.9685264663805436,0.11280000000000001,0.4663671213388443,0.86,25.0,0.0,50.0,True
baseline,,0.010000000000000004,0.0121797156216993,0.12301406503246391,0.6682043645420629,-2.475617192963394,0.7827019299499642,0.9692637598284489,0.11476568977841317,0.46395486146211623,0.84,24.69047619047619,0.0,50.0,True
baseline,,0.010000000000000004,0.012527690820941902,0.12301406618230412,0.6682300275026939,-2.471020736686092,0.7848463187991422,0.9699785561115082,0.11762487491065043,0.46925092577934263,0.84,24.69047619047619,0.0,50.0,True
baseline,,0.010000000000000004,0.012885607692309618,0.12311591361102703,0.668256222327178,-2.467525105548057,0.7851534618129907,0.9700214132762313,0.117974875089222,0.46572844207286834,0.84,24.738095238095237,0.0,50.0,True
baseline,,0.010000000000000004,0.013253750269965947,0.12311591442441291,0.6682829232627677,-2.4626610563527893,0.7869379014989293,0.970378301213419,0.12011620271234824,0.47123927786946296,0.84,24.738095238095237,0.0,50.0,True
baseline,,0.010000000000000004,0.013632410702947366,0.12311591405573817,0.667366539546867,-2.455964662027185,0.7886671418389166,0.9707769066286529,0.12224404846756953,0.4711997781693935,0.84,24.785714285714285,0.0,50.0,True
baseline,,0.010000000000000004,0.014021889487005647,0.12311591378626165,0.6673946162990813,-2.4508096688688177,0.7915181753385603,0.9707769066286529,0.1250950819672132,0.4768546000123024,0.84,24.785714285714285,0.0,50.0,True
baseline,,0.010000000000000004,0.014422495703074092,0.1231159134057953,0.6674231579199491,-2.445521686589032,0.792943692088382,0.9711332858161084,0.12687697790449037,0.4826395191252232,0.84,24.785714285714285,0.0,50.0,True
baseline,,0.010000000000000004,0.014834547262546592,0.12311591467398994,0.6658359679020238,-2.440476617039696,0.7957295373665481,0.9711743772241993,0.12970391459074737,0.48017191857099534,0.84,24.833333333333332,0.0,50.0,True
baseline,,0.010000000000000004,0.015258371159564509,0.12311591377369856,0.6652019667092967,-2.434747364808685,0.7972972972972973,0.9711948790896159,0.13129217638691315,0.48307774573564527,0.84,24.857142857142858,0.0,50.0,True
baseline,,0.010000000000000004,0.015694303730511207,0.12311773196594213,0.6644524760693992,-2.430713427069374,0.7990056818181818,0.9712357954545454,0.1330414772727272,0.4813722135126591,0.84,24.904761904761905,0.0,50.0,True
baseline,,0.010000000000000004,0.01614269092092055,0.12311773213075568,0.6644845296198502,-2.424871296458883,0.8000710227272727,0.9712357954545454,0.13410681818181813,0.48751099318265917,0.84,24.904761904761905,0.0,50.0,True
baseline,,0.010000000000000004,0.01660388856001087,0.12311773209353208,0.6636140969749397,-2.417121072844253,0.8021276595744681,0.9719858156028369,0.136913475177305,0.4890947258472443,0.84,24.952380952380953,0.0,50.0,True
baseline,,0.010000000000000004,0.01707826264306238,0.12311773234308522,0.6628827583378997,-2.411652663367417,0.8040396881644224,0.9720056697377746,0.138845357902197,0.4908465148508549,0.84,24.976190476190474,0.0,50.0,True
baseline,,0.010000000000000004,0.01756618962186225,0.1231667097389974,0.662915866472935,-2.40609018157909,0.8055949008498584,0.9727337110481586,0.14112861189801706,0.49278647899627687,0.84,25.0,0.0,50.0,True
baseline,,0.010000000000000004,0.018068056703447525,0.12316671056011205,0.6629497319145119,-2.399733302759207,0.806657223796034,0.9730878186968839,0.14254504249291788,0.4993533511459827,0.84,25.0,0.0,50.0,True
baseline,,0.010000000000000004,0.018584262157383378,0.12316671220602941,0.6623035775657135,-2.3923995357242576,0.8085633404104742,0.97310686482661,0.1444702052370842,0.50316406711936,0.84,25.023809523809526,0.0,50.0,True
baseline,,0.010000000000000004,0.019115215631820087,0.12316671091362104,0.6616214883476685,-2.3848489173289433,0.8097595473833098,0.9731258840169731,0.1456854314002829,0.5069940803945064,0.84,25.047619047619047,0.0,50.0,True
baseline,,0.010000000000000004,0.019661338478579947,0.12316671120611511,0.66165745740666,-2.378105554702648,0.8101131541725601,0.9731258840169731,0.14603903818953323,0.510692343711853,0.82,24.70731707317073,0.0,50.0,True
baseline,,0.010000000000000004,0.020223064087531863,0.12316434974387346,0.6612209910307945,-2.3714951823811417,0.8114406779661016,0.9731638418079096,0.14740451977401126,0.5108606000244618,0.82,24.75609756097561,0.0,50.0,True
baseline,,0.010000000000000004,0.020800838230519047,0.12316435048485043,0.6604167786022797,-2.3640622839484102,0.8126323218066337,0.9731827805222301,0.14861510232886377,0.5145817732810974,0.82,24.78048780487805,0.0,50.0,True
baseline,,0.010000000000000004,0.021395119415112764,0.12312479643947927,0.6598169096014512,-2.3576794736810505,0.8146582100070472,0.9739252995066948,0.15138350951374202,0.5140010172128677,0.82,24.829268292682926,0.0,50.0,False
baseline,,0.010000000000000004,0.02200637924847285,0.12312479773761252,0.6598560267029494,-2.350453522269616,0.8171247357293869,0.9749823819591261,0.15490711768851306,0.521684323400259,0.82,24.829268292682926,0.0,50.0,False
