sweep_param,sweep_value,decay_factor,large_uncertainty,success_radius,env_obs_noise,env_odom_noise,occlusion_mode,p_visible,mean_streak_len,bearing0_deg,range0,dt,min_sigma_visible,min_odom_noise,found_viable,mean_err_visible,mean_err_occluded,calibration_nll,coverage_1sigma,coverage_2sigma,coverage_deviation,mean_final_dist,advance_rate,mean_steps_to_advance,false_advance_rate,n_episodes
baseline,,0.95,1000.0,0.5,0.1,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.00020706272838739032,True,0.1237805629910972,0.7655767580427706,-1.8259531834764415,0.6103678929765887,0.8795986622073578,0.1472334448160535,0.361159585043788,1.0,28.9,0.0,20.0
env_odom_noise,0.0,0.95,1000.0,0.5,0.1,0.0,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.00010000000000000009,True,0.12378056311531867,0.6629733354114833,-3.1324419988202536,0.7533670033670034,0.9671717171717171,0.08333872053872049,0.3671403668820858,1.0,28.7,0.0,20.0
env_odom_noise,0.02142857142857143,0.95,1000.0,0.5,0.1,0.02142857142857143,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.00010000000000000009,True,0.1237805634353806,0.6858620667649626,-2.9348358760043163,0.7003367003367004,0.9427609427609428,0.02937575757575761,0.3712896455079317,1.0,28.7,0.0,20.0
env_odom_noise,0.04285714285714286,0.95,1000.0,0.5,0.1,0.04285714285714286,markov,0.5,6.0,60.0,10.0,0.5,0.010414058246057912,0.00010000000000000009,True,0.12378056180605373,0.7419215395390126,-2.1456276392226465,0.6287625418060201,0.8938127090301003,0.11462474916387955,0.3516532123088837,1.0,28.9,0.0,20.0
env_odom_noise,0.06428571428571428,0.95,1000.0,0.5,0.1,0.06428571428571428,markov,0.5,6.0,60.0,10.0,0.5,0.02258863577297737,0.00010000000000000009,True,0.12366138778099414,0.801225663173339,-1.724314008026201,0.7166123778501629,0.9185667752442996,0.06984560260586326,0.39346856363117694,1.0,29.7,0.0,20.0
env_odom_noise,0.08571428571428572,0.95,1000.0,0.5,0.1,0.08571428571428572,markov,0.5,6.0,60.0,10.0,0.5,0.02258863577297737,0.00010000000000000009,True,0.12359111623996563,0.8742670035527285,-0.7657838598873765,0.6798387096774193,0.8701612903225806,0.08720000000000006,0.4060409441590309,1.0,30.0,0.0,20.0
env_odom_noise,0.10714285714285715,0.95,1000.0,0.5,0.1,0.10714285714285715,markov,0.5,6.0,60.0,10.0,0.5,0.04899592973540154,0.00010000000000000009,True,0.12282583183397351,0.9340153879377079,-0.789518825576466,0.7592592592592593,0.8996913580246914,0.13136790123456799,0.4251815974712372,1.0,31.4,0.0,20.0
env_odom_noise,0.12857142857142856,0.95,1000.0,0.5,0.1,0.12857142857142856,markov,0.5,6.0,60.0,10.0,0.5,0.04899592973540154,0.00010000000000000009,True,0.12300303826120242,1.0107519891361942,-0.08053250249115897,0.7300613496932515,0.8627300613496932,0.13913128834355837,0.44997783079743386,1.0,31.6,0.0,20.0
env_odom_noise,0.15,0.95,1000.0,0.5,0.1,0.15,markov,0.5,6.0,60.0,10.0,0.5,0.04899592973540154,0.00010000000000000009,True,0.12312238595935017,1.0906771344772486,0.7571900944961913,0.7010703363914373,0.8425076452599388,0.13036269113149856,0.4620106745511293,1.0,31.7,0.0,20.0
