sigma_init,sigma_visible,odom_noise,decay_factor,large_uncertainty,success_radius,sigma_ale_threshold,mean_err_visible,mean_err_occluded,calibration_nll,coverage_1sigma,coverage_2sigma,coverage_deviation,mean_final_dist,advance_rate,mean_steps_to_advance,false_advance_rate,n_episodes,calibration_score,task_score,combined_score
0.20488811039944382,0.03182517764685706,0.020976663373528336,0.8284574147685919,53.2654648608593,0.5471129794799452,1.5481746265325174,0.23764597698128836,0.9325376383561944,-1.2577438236369671,0.6948130277442702,0.9149577804583836,0.05165524728588666,0.6569350033998489,0.8166666666666667,23.857142857142858,0.0,60.0,1.3298519112818088,0.6141737538638462,0.9720128325728274
0.441302318287918,0.035917376241583414,0.020539013662378678,0.9299575904552894,115.27777384080089,0.5757275488909714,1.9851189844181998,0.23764597752840855,0.9330560429164544,-1.2466661047407999,0.7132086851628469,0.9231001206272618,0.06190856453558513,0.6797943728044629,0.8166666666666667,23.857142857142858,0.0,60.0,1.269321225105203,0.6091586041007292,0.9392399146029662
0.18218796154322053,0.027673459897115206,0.0307098826133992,0.9488880429281479,63.04382730761598,0.4150913376177521,0.8011631059535698,0.23891137675036714,0.9140379500669576,-1.2451359774385602,0.7106033977738723,0.9130052724077329,0.06939812536613943,0.6639837200132509,0.8,24.5625,0.0,60.0,1.2309270121676548,0.5916630323841084,0.9112950222758815
0.15924225736910247,0.043686551204670306,0.014768532438002396,0.9297942702121975,235.20481504270492,0.39899741398407756,1.8248585867607146,0.23802357527040627,0.9128960789271943,-1.2053460701820364,0.7198250728862974,0.9285714285714286,0.06305364431486882,0.5582411730041107,0.7833333333333333,24.425531914893618,0.0,60.0,1.2270051406987648,0.5938977476233774,0.9104514441610712
0.2975658293471129,0.04901094202517734,0.014762018273655912,0.9929648897038101,169.86157463992197,0.7283968806732273,1.5435803687663836,0.2363035263946362,0.9452425422740875,-1.1940868785487924,0.7354399008674102,0.9380421313506815,0.06919776951672874,0.8274780248602231,0.8333333333333334,23.28,0.0,60.0,1.1866339876160712,0.5977223698118151,0.8921781787139431
1.6198576973096186,0.03815503322586669,0.03220940151439327,0.9861185431989138,1171.0895092479975,0.49384112180197504,1.830440827728514,0.2386681038939528,0.9150306812489027,-1.1719480773454645,0.7464788732394366,0.9407276995305164,0.07755117370892028,0.6793842744082212,0.8,24.5,0.0,60.0,1.1256867422239116,0.5882842827187648,0.8569855124713381
2.6935446481162404,0.0513119759567641,0.007999820386206512,0.8269265395568735,84.21894097262971,0.6177967463282388,1.180612820181314,0.23789678368156195,0.9382724421989334,-1.1300840663636114,0.7190359975594874,0.925869432580842,0.0649665649786455,0.6931726651266217,0.85,24.07843137254902,0.0196078431372549,60.0,1.150783284469699,0.4832936827987493,0.8170384836342242
0.224970651634393,0.057671762728292046,0.016043821366366284,0.8249363695097811,414.0410488984452,0.8243868012257234,1.4409960895113643,0.23523505635994302,0.9523960568506739,-1.146521050340545,0.7643929912390488,0.9474342928660826,0.08875869837296624,0.9448774377504985,0.8333333333333334,22.96,0.0,60.0,1.0477086183776012,0.5719659446311663,0.8098372815043837
0.8447232392536794,0.055939056107460396,0.03239614751879709,0.8026647451403408,105.646932035725,0.4350587715103652,1.3930689585622364,0.2384339753373234,0.9045828108276809,-1.2528133411949878,0.7948424068767909,0.9633237822349571,0.12096618911174795,0.7018383050958316,0.75,24.444444444444443,0.0,60.0,0.982726267386765,0.5204651804289945,0.7515957239078798
1.1051845016371262,0.03553979918365087,0.04470878991441253,0.8964184119888648,4988.531384465403,0.8208253219558246,1.678199738416342,0.23547555872390413,0.9469937149954615,-1.0697779710541353,0.7673267326732673,0.9443069306930693,0.09481980198019813,0.9991698150833448,0.8166666666666667,23.0,0.0,60.0,0.949659627347873,0.5390903688253034,0.7443749980865881
