sweep_param,sweep_value,decay_factor,large_uncertainty,success_radius,env_obs_noise,env_odom_noise,occlusion_mode,p_visible,mean_streak_len,bearing0_deg,range0,dt,min_sigma_visible,min_odom_noise,found_viable,mean_err_visible,mean_err_occluded,calibration_nll,coverage_1sigma,coverage_2sigma,coverage_deviation,mean_final_dist,advance_rate,mean_steps_to_advance,false_advance_rate,n_episodes
baseline,,0.95,1000.0,0.5,0.1,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.010000000000000004,0.0010000000000000002,True,0.12429522565094535,0.7785293770568293,-2.105331854778172,0.638135593220339,0.902542372881356,0.09652203389830505,0.42320546619594096,0.8,25.875,0.0,20.0
env_obs_noise,0.02,0.95,1000.0,0.5,0.02,0.05,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
env_obs_noise,0.029447134003606944,0.95,1000.0,0.5,0.029447134003606944,0.05,markov,0.5,6.0,60.0,10.0,0.5,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
env_obs_noise,0.04335668505131919,0.95,1000.0,0.5,0.04335668505131919,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.010000000000000004,0.0010000000000000002,True,0.054014681926338855,0.7596543660905309,-2.613074814925944,0.8069727891156463,0.9387755102040817,0.13999727891156466,0.43472815565764905,0.8,25.75,0.0,20.0
env_obs_noise,0.06383650573291891,0.95,1000.0,0.5,0.06383650573291891,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.010000000000000004,0.0010000000000000002,True,0.07952886805221278,0.76491266072141,-2.4830558424031897,0.75,0.9328231292517006,0.08897687074829941,0.4376403570175171,0.8,25.75,0.0,20.0
env_obs_noise,0.09399010693196429,0.95,1000.0,0.5,0.09399010693196429,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.010000000000000004,0.0010000000000000002,True,0.11709487256641696,0.7759279383069312,-2.175773023346684,0.6496598639455783,0.9107142857142857,0.076825850340136,0.4436216365545988,0.8,25.75,0.0,20.0
env_obs_noise,0.1383869636919449,0.95,1000.0,0.5,0.1383869636919449,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.014270914972418185,0.001411698658795815,True,0.1722698879610541,0.79517803079188,-1.8405832182154094,0.6067226890756302,0.892436974789916,0.13804033613445377,0.4676007770001888,0.8,26.1875,0.0,20.0
env_obs_noise,0.20375497320944938,0.95,1000.0,0.5,0.20375497320944938,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.029064004743010123,0.0010000000000000002,True,0.25285668658791666,0.8234637480404775,-1.4031655169991424,0.6112026359143328,0.8945634266886326,0.13143393739703457,0.5383043792098761,0.75,26.133333333333333,0.0,20.0
env_obs_noise,0.3,0.95,1000.0,0.5,0.3,0.05,markov,0.5,6.0,60.0,10.0,0.5,0.04147699404454563,0.011173623016536903,True,0.3714587310743739,0.8699997704788963,-0.7694773181406166,0.624,0.8864,0.12680000000000002,0.7252666339278221,0.7,26.5,0.07142857142857142,20.0
